Taxa	D3.1	P9.V1	P10.V5	P7.V1	P8.V2	P10.V3	P7.V5	P10.V4	P8.V3	P10.V2	P9.V5	D2.1	P8.V4	P8.V5	P9.V2	P10.V1	D1.2	P9.V4	P8.V1	P7.V4	P9.V3	P7.V3	D1.1	P7.V2
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides sp. N54.MGS-20|strain_Bacteroides sp. N54.MGS-20 unknown	0.0	0.0	0.0011069739357955116	0.0	0.0011036420186615833	0.0007046506945842561	0.0	0.0011094301563287948	0.00040338846308995567	0.0012074864157778226	0.0002008838891120932	0.0	0.0011055276381909548	0.0007030229988952497	0.0011175454637813674	0.0	0.0004020100502512563	0.001306926711571328	0.0	0.0	0.001807410382568531	0.0	0.0007037297677691767	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus|s_Coprococcus catus|strain_Coprococcus catus GD/7	0.004817825956037338	0.004138905713708863	0.00905705947469055	0.0009117617262688683	0.011337413464432629	0.008455808335011073	0.0012088244182532485	0.008673726676752397	0.013614360629286004	0.0038237069832964383	0.0191844114102049	0.005255710531635335	0.00020100502512562814	0.0005021592849251784	0.007213247993497917	0.0046207935710698145	0.00964824120603015	0.005127174022318287	0.0007023176482391894	0.007288924883579672	0.013957224620945879	0.003939791898171533	0.014376193827284608	0.007685306906663972
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Carnobacterium|s_Carnobacterium sp. N15.MGS-207|strain_Carnobacterium sp. N15.MGS-207 unknown	0.0012044564890093346	0.0002018978396931153	0.0016101439066116534	0.0	0.0013043042038727805	0.001610630159049728	0.0	0.0026222894604135153	0.0006050826946349334	0.0020124773596297044	0.0001004419445560466	0.0	0.00010050251256281407	0.0005021592849251784	0.0001015950421619425	0.0	0.0010050251256281408	0.0006031969438021514	0.0003009932778167954	0.0	0.00020082337584094792	0.0	0.001306926711571328	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus|s_Coprococcus sp. AM27-12LB|strain_Coprococcus sp. AM27-12LB unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.00010073536818777072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_Acidaminococcus sp. HPA0509|strain_Acidaminococcus sp. HPA0509 unknown	0.0	0.0	0.0	0.0	0.006220527741547106	0.0	0.0	0.0	0.0025211778943122227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035115882411959464	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella sp. SIT9|strain_Olsenella sp. SIT9 unknown	0.0	0.00010094891984655764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium chauvoei|strain_Clostridium chauvoei unknown	0.0	0.0	0.00010063399416322834	0.0	0.0001003310926055985	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0001015950421619425	0.0	0.0	0.0	0.0	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium sp. N5G01|strain_Bifidobacterium sp. N5G01 unknown	0.0	0.0	0.00010063399416322834	0.0	0.0006019865556335909	0.0	0.0	0.0	0.0009076240419524002	0.0	0.0006026516673362796	0.0	0.0009045226130653266	0.0007030229988952497	0.0001015950421619425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter sp. 1-3|strain_Oscillibacter sp. 1-3 unknown	0.00010037137408411121	0.00010094891984655764	0.00020126798832645668	0.0001013068584743187	0.000200662185211197	0.000201328769881216	0.00010073536818777072	0.00010085728693898135	0.00020169423154497784	0.00010062386798148522	0.0001004419445560466	0.0	0.0	0.00010043185698503566	0.000203190084323885	0.00020090406830738323	0.00010050251256281407	0.00020106564793405046	0.00010033109260559848	0.00010123506782749544	0.00020082337584094792	0.0	0.00020106564793405046	0.00010112245929821015
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Varibaculum|s_Varibaculum cambriense|strain_Varibaculum cambriense unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Bradyrhizobiaceae|g_Afipia|s_Afipia sp. GAS231|strain_Afipia sp. GAS231 unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010084711577248892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus ruminis|strain_Lactobacillus ruminis ATCC 25644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus lactis|strain_Lactococcus lactis unknown	0.0	0.00010094891984655764	0.00010063399416322834	0.0	0.0	0.0	0.0	0.00010085728693898135	0.0	0.00010062386798148522	0.0001004419445560466	0.0	0.0	0.0	0.0	0.00010045203415369161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia sp. OM07-19|strain_Blautia sp. OM07-19 unknown	0.0	0.0	0.0	0.0002026137169486374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus ruminis|strain_Lactobacillus ruminis unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010084711577248892	0.0	0.0	0.0001010713563776026	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.00010123506782749544	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Kluyvera|s_Kluyvera intermedia|strain_Kluyvera intermedia unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001010713563776026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Bradyrhizobiaceae|g_Bradyrhizobium|s_Bradyrhizobium lablabi|strain_Bradyrhizobium lablabi unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010084711577248892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Klebsiella|s_Klebsiella oxytoca|strain_Klebsiella oxytoca unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002008838891120932	0.0004042854255104104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia sp. Marseille-P2398|strain_Blautia sp. Marseille-P2398 unknown	0.03693666566295293	0.021603068847163336	0.06541209620609842	0.0019248303110120553	0.008126818501053477	0.07076706261324743	0.0019139719955676437	0.06061522945032779	0.01653892698668818	0.10233447373717046	0.0018079550020088388	0.0351728320194057	0.002311557788944724	0.01385959626393492	0.011988214975109213	0.19085886489201406	0.060703517587939695	0.007137830501658791	0.0004013243704223939	0.014982790038469326	0.008334170097399337	0.008485705626830993	0.07298683020006032	0.023561533016482963
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas aeruginosa group|strain_Pseudomonas aeruginosa group unknown	0.0	0.0	0.0	0.0002026137169486374	0.0	0.0	0.0	0.0	0.0006050826946349334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia sp. OF01-4LB|strain_Blautia sp. OF01-4LB unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010033109260559848	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|s_Bacteroidia bacterium UC5.1-2G11|s_Bacteroidia bacterium UC5.1-2G11|s_Bacteroidia bacterium UC5.1-2G11|s_Bacteroidia bacterium UC5.1-2G11|strain_Bacteroidia bacterium UC5.1-2G11 unknown	0.0007025996185887785	0.0020189783969311527	0.00040253597665291336	0.001013068584743187	0.000401324370422394	0.000301993154821824	0.0003022061045633121	0.0006051437216338881	0.0003025413473174667	0.00030187160394445564	0.0013057452792286058	0.0007074994946432182	0.00020100502512562814	0.00030129557095510696	0.0019303058010769073	0.0	0.0005025125628140704	0.0027143862471096817	0.00010033109260559848	0.0010123506782749544	0.002108645446329953	0.001212243660975856	0.0004021312958681009	0.0010112245929821016
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_Actinomyces sp. S6-Spd3|strain_Actinomyces sp. S6-Spd3 unknown	0.0	0.0	0.0	0.0	0.0001003310926055985	0.0	0.0	0.0	0.00010084711577248892	0.0	0.0001004419445560466	0.0	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.00010033109260559848	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|strain_Clostridiales incertae sedis|f_Clostridiales Family XIII. Incertae Sedis|g_Emergencia|s_Emergencia timonensis	0.0	0.0	0.0	0.0	0.0005016554630279925	0.0	0.00010073536818777072	0.00010085728693898135	0.00010084711577248892	0.00010062386798148522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010123506782749544	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus johnsonii|strain_Lactobacillus johnsonii unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010085728693898135	0.0	0.0	0.0	0.0	0.0	0.00010043185698503566	0.0	0.00010045203415369161	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Eggerthellales|f_Eggerthellaceae|g_Eggerthella|s_Eggerthella sp. YY7918|strain_Eggerthella sp. YY7918 unknown	0.0	0.0	0.0	0.0	0.0001003310926055985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010033109260559848	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|strain_unclassified Clostridiales (miscellaneous)|s_Clostridiales bacterium 41_21_two_genomes|s_Clostridiales bacterium 41_21_two_genomes|strain_Clostridiales bacterium 41_21_two_genomes unknown	0.0	0.0	0.00020126798832645668	0.0001013068584743187	0.0	0.000301993154821824	0.0	0.0	0.0	0.00010062386798148522	0.0	0.0001010713563776026	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.00020247013565499088	0.0	0.00010102030508132135	0.00020106564793405046	0.0002022449185964203
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Pediococcus|s_Pediococcus acidilactici group|strain_Pediococcus acidilactici 7_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04261306532663317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Anaerostipes|s_Anaerostipes hadrus|strain_Anaerostipes hadrus unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004017677782241864	0.0	0.00020100502512562814	0.00010043185698503566	0.0013207355481052523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium|s_Phascolarctobacterium succinatutens|strain_Phascolarctobacterium succinatutens unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0005036768409388536	0.0	0.0	0.0	0.0	0.0002021427127552052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020247013565499088	0.0	0.000303060915243964	0.0	0.0002022449185964203
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium kashiwanohense|strain_Bifidobacterium kashiwanohense unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001010713563776026	0.0	0.0	0.0001015950421619425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella nanceiensis|strain_Prevotella nanceiensis DSM 19126 = JCM 15639	0.0	0.0	0.0	0.0001013068584743187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001010713563776026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Neglecta|s_Neglecta timonensis|strain_Neglecta timonensis unknown	0.00010037137408411121	0.001413284877851807	0.00030190198248968497	0.0	0.0005016554630279925	0.000301993154821824	0.0012088244182532485	0.0004034291477559254	0.001109318273497378	0.0005031193399074261	0.003113700281237445	0.0001010713563776026	0.0	0.01596866526062067	0.0015239256324291372	0.0007031642390758414	0.00010050251256281407	0.00020106564793405046	0.0009029798334503862	0.00020247013565499088	0.0006024701275228437	0.00010102030508132135	0.0004021312958681009	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|s_Lachnospiraceae bacterium 1_1_57FAA|s_Lachnospiraceae bacterium 1_1_57FAA|strain_Lachnospiraceae bacterium 1_1_57FAA unknown	0.00010037137408411121	0.0	0.00010063399416322834	0.0	0.0	0.0	0.0006044122091266242	0.0	0.0	0.0	0.0001004419445560466	0.0001010713563776026	0.0	0.0	0.0	0.00010045203415369161	0.0	0.0	0.00020066218521119696	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Fournierella|s_Fournierella massiliensis|strain_Fournierella massiliensis unknown	0.00040148549633644485	0.0005047445992327882	0.0005031699708161417	0.0002026137169486374	0.0001003310926055985	0.000603986309643648	0.0006044122091266242	0.00030257186081694405	0.00020169423154497784	0.0006037432078889113	0.0004017677782241864	0.0001010713563776026	0.0	0.00010043185698503566	0.000203190084323885	0.0008036162732295329	0.00020100502512562814	0.0003015984719010757	0.00010033109260559848	0.00020247013565499088	0.00020082337584094792	0.00010102030508132135	0.0003015984719010757	0.00030336737789463043
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus reuteri|strain_Lactobacillus reuteri unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004034291477559254	0.00010084711577248892	0.0	0.0	0.0	0.00010050251256281407	0.00020086371397007131	0.0	0.00030135610246107485	0.00020100502512562814	0.0	0.00010033109260559848	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_Actinomyces sp. ICM39|strain_Actinomyces sp. ICM39 unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002008838891120932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella albensis|strain_Prevotella albensis unknown	0.0	0.0	0.00010063399416322834	0.0	0.0	0.000100664384940608	0.0	0.0	0.0	0.00010062386798148522	0.0	0.0	0.0	0.0	0.0	0.00010045203415369161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Enterobacter|s_Enterobacter cloacae complex|strain_Enterobacter cloacae complex unknown	0.0	0.00010094891984655764	0.0	0.0001013068584743187	0.0	0.0	0.0	0.00010085728693898135	0.0	0.0	0.0002008838891120932	0.0002021427127552052	0.0	0.0	0.0001015950421619425	0.0	0.0	0.0	0.0	0.00010123506782749544	0.0	0.0008081624406505708	0.0	0.00010112245929821015
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides sp. 9_1_42FAA|strain_Bacteroides sp. 9_1_42FAA unknown	0.0020074274816822245	0.006157884110640016	0.0005031699708161417	0.0019248303110120553	0.0007023176482391895	0.000402657539762432	0.0005036768409388536	0.0008068582955118508	0.0006050826946349334	0.0005031193399074261	0.004519887505022097	0.001212856276531231	0.0006030150753768844	0.0009038867128653209	0.006095702529716549	0.0	0.0004020100502512563	0.007841560269427969	0.00020066218521119696	0.001822231220894918	0.00712922984235365	0.0019193857965451057	0.0006031969438021514	0.0016179593487713625
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Collinsella|s_Collinsella phocaeensis|strain_Collinsella phocaeensis unknown	0.0	0.0006056935190793458	0.00010063399416322834	0.0	0.0	0.000100664384940608	0.00010073536818777072	0.0	0.00010084711577248892	0.0	0.0	0.0	0.0	0.00010043185698503566	0.0001015950421619425	0.0	0.0	0.0	0.0	0.0	0.00020082337584094792	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter coli|strain_Campylobacter coli CVM 41971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040338846308995567	0.0	0.0	0.0	0.0	0.0	0.0	0.0010045203415369162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes indistinctus|strain_Alistipes indistinctus YIT 12060	0.0	0.0	0.0013082419241219683	0.0	0.000401324370422394	0.000603986309643648	0.0010073536818777072	0.0016137165910237016	0.00020169423154497784	0.0006037432078889113	0.0006026516673362796	0.0001010713563776026	0.0006030150753768844	0.0009038867128653209	0.000203190084323885	0.0	0.00010050251256281407	0.0005026641198351262	0.0	0.00020247013565499088	0.00040164675168189584	0.00010102030508132135	0.0003015984719010757	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium butyricum|strain_Clostridium butyricum 60E.3	0.0	0.00010094891984655764	0.00010063399416322834	0.0001013068584743187	0.0	0.000100664384940608	0.00010073536818777072	0.00010085728693898135	0.0	0.00010062386798148522	0.0	0.0001010713563776026	0.0	0.0	0.0001015950421619425	0.00020090406830738323	0.0	0.00010053282396702523	0.0	0.00010123506782749544	0.00010041168792047396	0.00010102030508132135	0.00010053282396702523	0.00010112245929821015
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Parolsenella|s_Parolsenella catena|strain_Parolsenella catena unknown	0.00030111412225233364	0.0002018978396931153	0.00010063399416322834	0.0	0.0001003310926055985	0.000100664384940608	0.00010073536818777072	0.00010085728693898135	0.00010084711577248892	0.00010062386798148522	0.0001004419445560466	0.0001010713563776026	0.0	0.00010043185698503566	0.0001015950421619425	0.0	0.00010050251256281407	0.0	0.0	0.0	0.00040164675168189584	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium ulcerans|strain_Fusobacterium ulcerans ATCC 49185	0.0	0.0	0.0	0.001013068584743187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium animalis|strain_Bifidobacterium animalis unknown	0.0	0.0	0.00030190198248968497	0.0001013068584743187	0.0	0.0	0.00010073536818777072	0.0	0.0	0.0	0.000502209722780233	0.0	0.0	0.0	0.0	0.00040180813661476645	0.0	0.0	0.0	0.00020247013565499088	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Klebsiella|s_Klebsiella michiganensis|strain_Klebsiella michiganensis unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002008838891120932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas|s_Butyricimonas sp. An62|strain_Butyricimonas sp. An62 unknown	0.0	0.0002018978396931153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004017677782241864	0.0	0.0	0.0	0.00040638016864777	0.0	0.0	0.0003015984719010757	0.0	0.0	0.00020082337584094792	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides gordonii|strain_Parabacteroides gordonii unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides fluxus|strain_Bacteroides fluxus YIT 12057	0.002308541603934558	0.0002018978396931153	0.0	0.0013169891601661431	0.0011036420186615833	0.0	0.0019139719955676437	0.0002017145738779627	0.0007059298104074225	0.0	0.0001004419445560466	0.002425712553062462	0.0009045226130653266	0.0013056141408054637	0.000203190084323885	0.00040180813661476645	0.0004020100502512563	0.0005026641198351262	0.0007023176482391894	0.0024296416278598906	0.00010041168792047396	0.0017173451863824632	0.00010053282396702523	0.002022449185964203
d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Faecalitalea|s_Faecalitalea cylindroides|strain_Faecalitalea cylindroides T2-87	0.0007025996185887785	0.0006056935190793458	0.001509509912448425	0.0003039205754229561	0.0006019865556335909	0.0015099657741091202	0.0013095597864410194	0.0013111447302067577	0.001008471157724889	0.0018112296236667338	0.000502209722780233	0.0007074994946432182	0.00010050251256281407	0.00030129557095510696	0.0006095702529716549	0.0017076845806127576	0.0018090452261306533	0.0006031969438021514	0.00010033109260559848	0.0011135857461024498	0.0011045285671252136	0.0008081624406505708	0.002513320599175631	0.0012134695115785217
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides eggerthii|strain_Bacteroides eggerthii DSM 20697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001010713563776026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010123506782749544	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Enterobacter|s_Enterobacter cloacae complex|strain_Enterobacter asburiae LF7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013053519429661615	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. I-P16|strain_Streptococcus sp. I-P16 unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus oralis|strain_Streptococcus oralis ATCC 35037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001010713563776026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium saeculare|strain_Bifidobacterium saeculare DSM 6531 = LMG 14934	0.0	0.0	0.0	0.0	0.0	0.000100664384940608	0.0	0.0002017145738779627	0.0	0.0	0.0	0.0	0.00010050251256281407	0.00010043185698503566	0.0	0.0	0.0	0.0	0.00020066218521119696	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Atopobium|s_Atopobium parvulum|strain_Atopobium parvulum unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
